episode,reward
588,18758.5
589,13380.0
590,17362.5
591,13448.0
592,18355.0
593,16350.0
594,15206.5
595,17902.5
596,21990.0
597,18240.0
598,19972.5
599,15284.0
600,16056.0
601,12732.5
602,18375.0
603,13679.0
604,15000.0
605,22567.5
606,16687.5
607,13717.5
608,13713.5
609,12954.0
610,17174.5
611,14273.0
612,14410.0
613,18375.0
614,13529.5
615,21840.0
616,17925.0
617,22762.5
618,21367.5
619,22687.5
620,18825.0
621,12732.5
622,16575.0
623,13762.5
624,18937.5
625,17812.5
626,18892.5
627,19500.0
628,19837.5
629,10500.0
630,14955.0
631,21412.5
632,20040.0
633,15870.0
634,15000.0
635,19612.5
636,19950.0
637,17475.0
638,19725.0
639,20827.5
640,15900.0
641,15498.0
642,16305.0
643,21502.5
644,17775.0
645,13402.5
646,17150.0
647,19702.5
648,21907.5
649,14010.0
650,21570.0
651,15917.0
652,18112.5
653,16620.0
654,22612.5
655,12459.5
656,19725.0
657,19162.5
658,13087.5
659,13222.5
660,22612.5
661,18712.5
662,21637.5
663,15180.0
664,16537.5
665,19950.0
666,18600.0
667,13672.5
668,14396.0
669,17857.5
670,13335.0
671,18600.0
672,18375.0
673,13830.0
674,21300.0
675,22425.0
676,15180.0
677,14685.0
678,14662.5
679,16054.0
680,19050.0
681,16575.0
682,15090.0
683,19350.0
684,17978.0
685,17700.0
686,14797.5
687,19927.5
688,18075.0
689,13897.5
690,19275.0
691,22575.0
692,18375.0
693,14685.0
694,15600.0
695,15337.5
696,18900.0
697,21997.5
698,15585.0
699,15585.0
700,18262.5
701,18900.0
702,19612.5
703,18825.0
704,15369.0
705,18937.5
706,15369.0
707,21772.5
708,18037.5
709,22725.0
710,15316.5
711,17925.0
712,18825.0
713,22837.5
714,16095.0
715,15135.0
716,15562.5
717,14550.0
718,11490.0
719,14479.0
720,16707.5
721,16800.0
722,15495.0
723,18630.0
724,16575.0
725,22650.0
726,22015.5
727,15675.0
728,15971.5
729,18037.5
730,18520.0
731,20160.0
732,22800.0
733,13762.5
734,16811.0
735,22950.0
736,15697.5
737,19050.0
738,16237.5
739,11182.0
740,13315.0
741,19852.5
742,18150.0
743,15427.5
744,20490.0
745,18825.0
746,15090.0
747,16935.0
748,18660.0
749,15286.5
750,17842.5
751,16575.0
752,10300.0
753,18240.0
754,21165.0
755,16710.0
756,19725.0
757,13470.0
758,13451.0
759,20760.0
760,13254.0
761,15675.0
762,18420.0
763,21165.0
764,18735.0
765,21435.0
766,19612.5
767,13740.0
768,22500.0
769,11549.5
770,18712.5
771,21502.5
772,21975.0
773,16305.0
774,22725.0
775,17662.5
776,17085.0
777,15787.5
778,15780.0
779,16057.5
780,18037.5
781,14212.5
782,22687.5
783,20512.5
784,14410.0
785,14685.0
786,21705.0
787,14145.0
788,13110.0
789,13775.0
790,19387.5
791,16282.5
792,18780.0
793,13537.5
794,22837.5
795,15495.0
796,17047.5
797,13672.5
798,21367.5
799,18375.0
800,18127.5
801,15562.5
802,19162.5
803,18870.0
804,18046.0
805,16732.5
806,12574.5
807,22837.5
808,13897.5
809,18600.0
810,18667.5
811,12556.0
812,15337.5
813,13717.5
814,20152.5
815,16080.0
816,13695.0
817,14089.0
818,18195.0
819,18487.5
820,14578.5
821,15877.5
822,22038.5
823,14182.5
824,18570.0
825,19110.0
826,18154.5
827,20490.0
828,16987.5
829,11868.0
830,21030.0
831,15665.0
832,13799.5
833,18855.0
834,13497.0
835,14280.0
836,15810.0
837,18082.5
838,12255.0
839,18735.0
840,14235.0
841,13740.0
842,19365.0
843,13740.0
844,20152.5
845,22327.5
846,19050.0
847,19162.5
848,15855.0
849,14055.0
850,19755.0
851,18285.0
852,17666.5
853,15225.0
854,13965.0
855,21330.0
856,18307.5
857,13740.0
858,15090.0
859,12650.0
860,13942.5
861,13942.5
862,19477.5
863,17137.5
864,15600.0
865,12556.0
866,11500.5
867,15450.0
868,18600.0
869,14842.5
870,20625.0
871,17587.5
872,16822.5
873,15450.0
874,13965.0
875,15182.5
876,20062.5
877,14122.5
878,15555.0
879,18900.0
880,18150.0
881,13852.5
882,14898.5
883,16094.0
884,13762.5
885,16980.0
886,18727.5
887,16016.5
888,15385.5
889,19500.0
890,12509.0
891,13875.0
892,19920.0
893,14015.0
894,18510.0
895,19387.5
896,16500.0
897,17400.0
898,18600.0
899,13665.0
900,22425.0
901,14122.5
902,18375.0
903,18825.0
904,17850.0
905,13695.0
906,13451.0
907,17782.5
908,20925.0
909,19462.5
910,22537.5
911,18592.5
912,19140.0
913,18517.5
914,22800.0
915,14640.0
916,16125.0
917,20842.5
918,15343.0
919,12705.0
920,21772.5
921,15095.0
922,13785.0
923,19650.0
924,18307.5
925,18532.5
926,15885.5
927,22687.5
928,18262.5
929,14482.5
930,17928.5
931,16125.0
932,16462.5
933,12300.0
934,15787.5
935,18224.5
936,18990.0
937,13717.5
938,10500.0
939,15907.5
940,13965.0
941,19275.0
942,13650.0
943,17137.5
944,22725.0
945,18375.0
946,18600.0
947,15600.0
948,17700.0
949,16687.5
950,14002.5
951,18660.0
952,21435.0
953,23250.0
954,17377.5
955,20910.0
956,21637.5
957,22500.0
958,17424.0
959,20883.0
960,13987.5
961,11805.0
962,16707.5
963,22305.0
964,15180.0
965,10300.0
966,18487.5
967,21112.5
968,20152.5
969,19612.5
970,16287.5
971,16054.0
972,15225.0
973,17097.5
974,14482.5
975,17625.0
976,20472.0
977,16125.0
978,19612.5
979,12693.0
980,20160.0
981,14212.5
982,20602.5
983,21262.5
984,13830.0
985,14101.0
986,14685.0
987,21637.5
988,21435.0
989,14265.0
990,13717.5
991,16328.0
992,11760.0
993,15095.0
994,15705.0
995,11512.5
996,18937.5
997,15737.5
998,19162.5
999,22800.0
1000,14856.0
1001,18150.0
1002,16657.5
1003,11598.5
1004,15630.0
1005,14032.5
1006,18810.0
1007,17415.0
1008,13260.5
1009,15810.0
1010,15630.0
1011,13672.5
1012,19837.5
1013,13762.5
1014,18442.5
1015,16575.0
1016,16575.0
1017,14212.5
1018,21300.0
1019,16800.0
1020,18195.0
1021,17812.5
1022,15780.0
1023,16876.0
1024,14732.0
1025,19050.0
1026,17250.0
1027,13492.5
1028,13852.5
1029,18075.0
1030,19725.0
1031,11794.5
1032,16462.5
1033,18279.0
1034,13807.5
1035,16125.0
1036,11623.0
1037,16500.0
1038,22425.0
1039,16498.0
1040,13977.0
1041,12570.0
1042,22612.5
1043,19837.5
1044,17603.0
1045,18090.0
1046,14284.0
1047,19387.5
1048,16237.5
1049,19837.5
1050,13327.5
1051,19927.5
1052,15825.5
1053,15495.0
1054,12744.0
1055,20925.0
1056,22132.5
1057,22987.5
1058,18825.0
1059,21165.0
1060,11354.0
1061,19950.0
1062,20737.5
1063,14257.5
1064,15787.5
1065,17205.0
1066,14190.0
1067,14684.0
1068,12227.0
1069,18487.5
1070,18922.5
1071,17722.5
1072,14985.0
1073,17100.0
1074,20842.5
1075,19162.5
1076,17587.5
1077,19125.0
1078,19087.5
1079,12570.0
1080,20887.5
1081,14520.0
1082,14497.5
1083,16602.0
1084,14212.5
1085,19050.0
1086,13875.0
1087,14688.0
1088,16237.5
1089,13950.0
1090,17737.5
1091,17025.0
1092,15607.5
1093,12255.0
1094,19275.0
1095,15322.5
1096,15490.0
1097,13897.5
1098,14955.0
1099,17175.0
1100,17587.5
1101,15562.5
1102,21840.0
1103,19387.5
1104,17925.0
1105,15090.0
1106,11445.0
1107,16440.0
1108,22912.5
1109,19162.5
1110,11490.0
1111,15090.0
1112,14273.0
1113,12548.0
1114,17850.0
1115,13579.0
1116,17992.5
1117,22687.5
1118,17632.5
1119,14235.0
1120,15665.0
1121,19387.5
1122,16482.0
1123,17812.5
1124,18487.5
1125,21019.0
1126,14055.0
1127,18119.0
1128,17925.0
1129,16147.5
1130,19950.0
1131,10360.0
1132,17812.5
1133,17250.0
1134,17542.5
1135,16012.5
1136,10500.0
1137,22500.0
1138,18937.5
1139,14979.0
1140,18831.0
1141,18712.5
1142,15450.0
1143,23122.5
1144,14145.0
1145,22215.0
1146,14077.5
1147,16530.0
1148,12373.5
1149,10400.0
1150,18262.5
1151,14055.0
1152,15292.5
1153,15225.0
1154,15607.5
1155,12345.0
1156,17992.5
1157,13455.0
1158,18225.0
1159,18825.0
1160,15742.5
1161,15675.0
1162,13762.5
1163,16192.5
1164,18465.0
1165,16350.0
1166,18667.5
1167,14235.0
1168,11574.0
1169,16755.0
1170,12705.0
1171,13830.0
1172,17814.0
1173,13130.5
1174,18600.0
1175,14391.0
1176,16912.5
1177,13935.0
1178,20250.0
1179,18375.0
1180,15022.5
1181,18937.5
1182,17362.5
1183,22125.0
1184,16222.5
1185,12466.0
1186,16777.5
1187,15904.0
1188,16263.5
1189,13762.5
1190,16237.5
1191,19275.0
1192,18487.5
1193,13875.0
1194,17340.0
1195,18840.0
1196,15967.5
1197,18937.5
1198,12523.5
1199,18375.0
1200,14550.0
1201,13020.0
1202,21187.5
1203,15870.0
1204,19387.5
1205,18780.0
1206,13672.5
1207,16231.0
1208,21803.5
1209,17857.5
1210,20190.0
1211,14901.5
1212,17812.5
1213,18915.0
1214,21705.0
1215,13335.0
1216,19117.5
1217,16295.5
1218,17437.5
1219,18487.5
1220,18712.5
1221,16440.0
1222,18937.5
1223,17722.5
1224,16970.5
1225,16537.5
1226,13740.0
1227,18037.5
1228,11523.0
1229,17925.0
1230,13470.5
1231,21300.0
1232,21675.0
1233,19005.0
1234,13695.0
1235,15659.5
1236,17047.5
1237,13994.0
1238,12525.0
1239,22500.0
1240,17890.5
1241,21885.0
1242,14261.5
1243,20580.0
1244,16305.0
1245,16800.0
1246,14872.5
1247,14782.5
1248,12975.0
1249,18082.5
1250,17835.0
1251,12980.0
1252,17835.0
1253,13762.5
1254,11670.0
1255,19725.0
1256,18000.0
1257,12629.0
1258,16357.5
1259,17745.0
1260,19425.0
1261,22800.0
1262,14115.0
1263,16177.5
1264,13695.0
1265,14107.5
1266,14392.5
1267,17212.5
1268,19950.0
1269,13912.5
1270,18780.0
1271,14190.0
1272,16995.0
1273,21862.5
1274,18825.0
1275,17520.0
1276,12975.0
1277,18337.5
1278,17700.0
1279,18637.5
1280,22200.0
1281,13050.0
1282,19912.5
1283,12088.5
1284,15315.0
1285,19837.5
1286,17422.5
1287,16974.0
1288,14010.0
1289,12086.0
1290,14505.0
1291,13987.5
1292,22425.0
1293,16260.0
1294,20085.0
1295,11647.5
1296,16350.0
1297,17100.0
1298,20722.5
1299,15427.5
1300,17662.5
1301,19387.5
1302,14053.0
1303,15562.5
1304,14955.0
1305,17895.0
1306,20467.5
1307,18840.0
1308,17250.0
1309,17730.0
1310,15825.0
1311,17715.0
1312,16012.5
1313,18262.5
1314,14542.5
1315,16875.0
1316,13650.0
1317,19762.5
1318,21097.5
1319,18825.0
1320,15742.5
1321,22650.0
1322,13942.5
1323,15643.0
1324,13860.0
1325,20895.0
1326,18975.0
1327,17737.5
1328,18825.0
1329,18630.0
1330,18825.0
1331,15675.0
1332,13636.0
1333,16260.0
1334,19162.5
1335,13942.5
1336,17925.0
1337,16102.5
1338,19725.0
1339,18712.5
1340,20205.0
1341,14077.5
1342,13852.5
1343,21232.5
1344,19500.0
1345,15765.0
1346,11670.0
1347,16946.0
1348,21705.0
1349,18637.5
1350,15577.5
1351,20730.0
1352,15525.0
1353,22462.5
1354,18330.0
1355,19500.0
1356,17908.5
1357,21502.5
1358,17992.5
1359,14782.5
1360,19275.0
1361,17737.5
1362,22072.5
1363,14415.0
1364,22072.5
1365,17850.0
1366,16462.5
1367,16980.0
1368,18225.0
1369,14415.0
1370,19072.5
1371,15900.0
1372,18178.5
1373,17430.0
1374,14325.0
1375,18516.5
1376,14557.0
1377,19387.5
1378,14242.5
1379,20287.5
1380,19522.5
1381,17655.0
1382,12368.0
1383,11598.5
1384,21300.0
1385,14160.0
1386,11557.5
1387,21772.5
1388,19882.5
1389,19252.5
1390,20760.0
1391,18645.0
1392,13983.5
1393,16305.0
1394,14632.5
1395,10300.0
1396,18150.0
1397,17925.0
1398,16431.5
1399,13875.0
1400,20970.0
1401,18712.5
1402,19027.5
1403,18487.5
1404,13417.5
1405,21187.5
1406,22575.0
1407,19410.0
1408,22837.5
1409,18555.0
1410,13875.0
1411,16800.0
1412,13627.5
1413,16462.5
1414,18015.0
1415,13718.0
1416,15630.0
1417,14940.0
1418,12322.5
1419,17700.0
1420,13875.0
1421,15000.0
1422,15904.5
1423,14325.0
1424,15750.0
1425,22687.5
1426,16012.5
1427,18960.0
1428,13897.5
1429,17475.0
1430,21030.0
1431,13897.5
1432,14032.5
1433,16876.0
1434,15630.0
1435,17194.5
1436,18922.5
1437,19995.0
1438,12480.0
1439,18300.0
1440,14955.0
1441,18577.5
1442,20776.5
1443,18375.0
1444,18712.5
1445,20850.0
1446,17812.5
1447,18487.5
1448,19612.5
1449,21150.0
1450,17655.0
1451,16057.5
1452,16417.5
1453,17475.0
1454,19080.0
1455,17587.5
1456,15180.0
1457,17962.5
1458,21262.5
1459,13942.5
1460,17700.0
1461,15562.5
1462,16215.0
1463,10300.0
1464,18750.0
1465,15180.0
1466,18240.0
1467,10300.0
1468,21030.0
1469,20625.0
1470,17850.0
1471,15990.0
1472,10500.0
1473,10386.0
1474,14790.0
1475,20355.0
1476,13717.5
1477,21412.5
1478,10500.0
1479,21840.0
1480,18075.0
1481,14563.0
1482,18112.5
1483,20955.0
1484,12556.0
1485,15248.0
1486,10500.0
1487,17790.0
1488,12368.0
1489,11598.5
1490,14730.0
1491,15855.0
1492,13040.0
1493,20887.5
1494,18375.0
1495,18937.5
1496,19050.0
1497,10382.0
1498,22837.5
1499,22090.5
1500,14887.5
1501,21502.5
1502,14100.0
1503,10500.0
1504,19837.5
1505,17287.5
1506,19162.5
1507,14962.5
1508,11602.5
1509,19200.0
1510,17700.0
1511,14850.0
1512,15547.5
1513,19612.5
1514,22162.5
1515,19050.0
1516,11827.5
1517,19725.0
1518,11535.0
1519,13999.0
1520,17062.5
1521,19867.5
1522,16800.0
1523,18825.0
1524,13470.0
1525,16125.0
1526,19837.5
1527,17362.5
1528,14400.0
1529,11782.5
1530,16275.0
1531,17857.5
1532,19050.0
1533,16012.5
1534,15142.5
1535,15975.0
1536,20025.0
1537,19500.0
1538,14212.5
1539,21765.0
1540,14212.5
1541,16777.5
1542,17152.5
1543,19275.0
1544,18433.0
1545,11647.5
1546,18262.5
1547,20557.5
1548,11770.0
1549,16328.0
1550,15101.5
1551,13875.0
1552,16912.5
1553,20611.0
1554,19950.0
1555,16199.5
1556,11805.0
1557,19837.5
1558,11381.0
1559,14147.0
1560,21165.0
1561,11794.5
1562,16800.0
1563,18825.0
1564,19612.5
1565,18607.5
1566,19117.5
1567,20085.0
1568,13425.5
1569,16685.5
1570,13830.0
1571,14617.5
1572,11917.5
1573,15810.0
1574,19387.5
1575,17145.5
1576,18825.0
1577,20437.5
1578,22762.5
1579,22312.5
1580,14055.0
1581,19125.0
1582,15045.0
1583,16602.0
1584,16125.0
1585,22725.0
1586,20625.0
1587,17925.0
1588,14700.0
1589,21285.0
1590,11598.5
1591,16777.5
1592,21120.0
1593,17587.5
1594,18937.5
1595,18937.5
1596,18073.5
1597,14932.5
1598,17070.0
1599,11490.0
1600,17475.0
1601,18795.0
1602,18825.0
1603,18037.5
1604,13650.0
1605,16602.0
1606,12390.0
1607,10300.0
1608,13335.0
1609,11745.5
1610,20092.5
1611,16687.5
1612,17925.0
1613,13890.0
1614,16200.0
1615,16237.5
1616,13852.5
1617,15643.0
1618,18712.5
1619,18825.0
1620,15238.5
1621,19612.5
1622,15119.5
1623,18487.5
1624,17047.5
1625,12321.0
1626,19500.0
1627,17100.0
1628,13717.5
1629,19162.5
1630,13830.0
1631,16054.0
1632,19462.5
1633,13740.0
1634,15225.0
1635,21097.5
1636,13852.5
1637,18862.5
1638,15187.5
1639,21502.5
1640,16035.0
1641,18937.5
1642,20625.0
1643,18825.0
1644,21990.0
1645,16237.5
1646,13740.0
1647,19845.0
1648,17700.0
1649,17475.0
1650,21907.5
1651,11580.0
1652,16425.0
1653,21412.5
1654,19080.0
1655,15990.0
1656,14617.5
1657,18037.5
1658,20827.5
1659,12795.0
1660,17047.5
1661,13942.5
1662,13830.0
1663,19507.5
1664,18712.5
1665,17700.0
1666,19957.5
1667,21562.5
1668,14985.0
1669,19545.0
1670,15369.0
1671,18825.0
1672,17962.5
1673,13897.5
1674,17152.5
1675,19162.5
1676,16147.5
1677,20737.5
1678,17137.5
1679,17812.5
1680,18262.5
1681,17587.5
1682,16170.0
1683,16800.0
1684,14302.5
1685,19162.5
1686,10500.0
1687,17025.0
1688,18937.5
1689,15315.0
1690,15765.0
1691,14955.0
1692,19275.0
1693,17025.0
1694,14400.5
1695,19200.0
1696,14280.0
1697,15360.0
1698,18322.5
1699,22575.0
1700,18945.0
1701,16552.5
1702,16725.0
1703,19725.0
1704,21277.5
1705,15885.0
1706,19320.0
1707,17587.5
1708,22837.5
1709,14958.0
1710,15197.5
1711,17100.0
1712,14617.5
1713,17025.0
1714,22215.0
1715,14100.0
1716,20895.0
1717,17422.5
1718,21772.5
1719,22950.0
1720,18795.0
1721,18000.0
1722,10300.0
1723,15900.0
1724,14077.5
1725,15562.5
1726,21840.0
1727,15562.5
1728,21975.0
1729,14910.0
1730,19500.0
1731,22725.0
1732,13942.5
1733,19882.5
1734,20400.0
1735,20692.5
1736,13380.0
1737,17025.0
1738,20490.0
1739,13065.0
1740,16575.0
1741,15967.5
1742,19387.5
1743,19027.5
1744,18825.0
1745,20857.5
1746,15090.0
1747,14994.0
1748,18397.5
1749,18150.0
1750,20730.0
1751,12180.0
1752,22837.5
1753,12570.0
1754,15450.0
1755,13807.5
1756,15506.0
1757,17049.0
1758,13920.0
1759,13807.5
1760,14032.5
1761,20175.0
1762,14167.5
1763,17259.5
1764,12750.0
1765,12390.0
1766,14910.0
1767,11216.0
1768,16200.0
1769,19275.0
1770,13740.0
1771,17025.0
1772,15562.5
1773,13717.5
1774,16057.5
1775,15427.5
1776,20212.5
1777,12260.0
1778,17240.0
1779,18465.0
1780,12064.0
1781,16237.5
1782,20130.0
1783,17138.5
1784,21150.0
1785,15637.5
1786,19050.0
1787,15879.5
1788,15750.0
1789,13837.5
1790,15855.0
1791,17587.5
1792,14055.0
1793,12787.5
1794,20317.5
1795,12321.0
1796,20947.5
1797,17887.5
1798,17830.5
1799,21330.0
1800,15285.0
1801,16822.5
1802,21285.0
1803,15435.0
1804,18172.5
1805,17250.0
1806,19500.0
1807,21300.0
1808,18345.0
1809,17437.5
1810,16012.5
1811,12705.0
1812,17625.0
1813,19222.5
1814,20220.0
1815,18825.0
1816,12300.0
1817,18937.5
1818,17925.0
1819,18217.5
1820,19170.0
1821,22762.5
1822,19612.5
1823,16237.5
1824,13175.0
1825,13875.0
1826,14010.0
1827,20175.0
1828,12274.0
1829,18937.5
1830,18262.5
1831,13762.5
1832,11647.5
1833,16350.0
1834,11402.5
1835,13862.0
1836,19747.5
1837,16687.5
1838,19275.0
1839,14460.0
1840,19500.0
1841,19612.5
1842,18412.5
1843,18975.0
1844,18487.5
1845,21570.0
1846,19942.5
1847,11850.0
1848,13672.5
1849,22950.0
1850,21585.0
1851,14906.0
1852,16875.0
1853,17250.0
1854,15562.5
1855,19792.5
1856,15517.0
1857,19800.0
1858,14145.0
1859,18825.0
1860,21525.0
1861,20062.5
1862,15180.0
1863,12912.0
1864,16425.0
1865,18352.5
1866,15468.5
1867,17687.0
1868,16012.5
1869,13335.0
1870,13875.0
1871,15675.0
1872,18585.0
