mean_revenue,std_revenue,min_revenue,max_revenue,mean_eco_revenue,mean_biz_revenue,mean_eco_sold,mean_biz_sold,mean_safety_blocks,episodes
9868.0,1606.38,5300.0,14850.0,2987.3,6880.7,15.01,9.28,15.68,500
